Word scores
    835. franc (score=0.1535)
    836. adobe (score=0.1535)
    837. crocs (score=0.1535)
    838. oodle (score=0.1534)
    839. armor (score=0.1533)
    840. guise (score=0.1533)
    841. laser (score=0.1533)
    842. manse (score=0.1532)
    843. briny (score=0.1532)
    844. pacer (score=0.1532)
    845. sates (score=0.1531)
    846. stoat (score=0.1531)
    847. fader (score=0.1530)
    848. gamer (score=0.1529)
    849. smoke (score=0.1529)
    850. aroma (score=0.1528)
    851. homer (score=0.1528)
    852. soapy (score=0.1528)
    853. usage (score=0.1527)
    854. glide (score=0.1527)
    855. titer (score=0.1527)
    856. masse (score=0.1527)
    857. arrow (score=0.1527)
    858. croon (score=0.1527)
    859. freak (score=0.1527)
    860. revel (score=0.1527)
    861. swart (score=0.1526)
    862. cramp (score=0.1526)
    863. trams (score=0.1525)
    864. sewed (score=0.1525)
    865. sonar (score=0.1524)
    866. merit (score=0.1523)
    867. craws (score=0.1523)
    868. cross (score=0.1522)
    869. amide (score=0.1522)
    870. ledge (score=0.1522)
    871. slant (score=0.1522)
    872. mares (score=0.1522)
    873. frank (score=0.1521)
    874. hares (score=0.1521)
    875. glove (score=0.1521)
    876. heard (score=0.1521)
    877. brood (score=0.1521)
    878. drank (score=0.1520)
    879. sexed (score=0.1520)
    880. drool (score=0.1520)
    881. chile (score=0.1520)
    882. boars (score=0.1519)
    883. bombe (score=0.1519)
    884. smart (score=0.1518)
    885. femme (score=0.1518)
    886. sooty (score=0.1518)
    887. aider (score=0.1517)
    888. phone (score=0.1517)
    889. deque (score=0.1516)
    890. brava (score=0.1516)
    891. gable (score=0.1516)
    892. roles (score=0.1516)
    893. quake (score=0.1515)
    894. biter (score=0.1515)
    895. pears (score=0.1515)
    896. gears (score=0.1515)
    897. crock (score=0.1514)
    898. quote (score=0.1514)
    899. facer (score=0.1514)
    900. sales (score=0.1514)
    901. roach (score=0.1513)
    902. feral (score=0.1513)
    903. liege (score=0.1513)
    904. lager (score=0.1513)
    905. ureas (score=0.1513)
    906. steel (score=0.1513)
    907. waste (score=0.1512)
    908. grody (score=0.1512)
    909. learn (score=0.1512)
    910. aisle (score=0.1512)
    911. title (score=0.1512)
    912. cache (score=0.1511)
    913. tweet (score=0.1511)
    914. lemme (score=0.1511)
    915. grads (score=0.1511)
    916. carry (score=0.1511)
    917. traps (score=0.1510)
    918. tiler (score=0.1510)
    919. graph (score=0.1509)
    920. gayer (score=0.1509)
    921. payer (score=0.1509)
    922. keyer (score=0.1509)
    923. nurse (score=0.1509)
    924. newer (score=0.1509)
    925. cotes (score=0.1508)
    926. tarot (score=0.1508)
    927. pawer (score=0.1508)
    928. mower (score=0.1507)
    929. never (score=0.1507)
    930. foray (score=0.1507)
    931. shute (score=0.1507)
    932. ladle (score=0.1507)
    933. paver (score=0.1507)
    934. lacer (score=0.1507)
    935. dream (score=0.1506)
    936. mover (score=0.1506)
    937. saran (score=0.1506)
    938. hover (score=0.1506)
    939. zowie (score=0.1505)
    940. rinse (score=0.1505)
    941. brags (score=0.1505)
    942. cruft (score=0.1505)
    943. semen (score=0.1504)
    944. lamer (score=0.1504)
    945. henge (score=0.1504)
    946. sloes (score=0.1503)
    947. feted (score=0.1503)
    948. aloes (score=0.1503)
    949. gazer (score=0.1502)
    950. sidle (score=0.1502)
    951. feued (score=0.1502)
    952. twice (score=0.1502)
    953. venue (score=0.1502)
    954. thine (score=0.1501)
    955. trots (score=0.1500)
    956. maser (score=0.1500)
    957. value (score=0.1500)
    958. aimer (score=0.1499)
    959. beery (score=0.1499)
    960. tired (score=0.1499)
    961. ferry (score=0.1498)
    962. fable (score=0.1498)
    963. snipe (score=0.1498)
    964. brawn (score=0.1498)
    965. erupt (score=0.1497)
    966. trill (score=0.1497)
    967. fears (score=0.1497)
    968. holey (score=0.1497)
    969. seals (score=0.1497)
    970. dears (score=0.1497)
    971. covey (score=0.1496)
    972. droll (score=0.1495)
    973. badge (score=0.1494)
    974. choke (score=0.1494)
    975. droid (score=0.1494)
    976. wares (score=0.1494)
    977. celeb (score=0.1494)
    978. drama (score=0.1493)
    979. dodge (score=0.1492)
    980. wrack (score=0.1492)
    981. mauve (score=0.1491)
    982. beady (score=0.1491)
    983. tramp (score=0.1491)
    984. guile (score=0.1490)
    985. spike (score=0.1490)
